id,sourceRow,name,result,reviewer,confirmationSource,evidenceCount,evidenceUrls,notes
"imax-cn-0422","422","","same entity","codex-browser-review","codex-browser-independent-review","2","https://zhuanti.cnjiwang.com/dyxw/dyxw_tplm/ztlm_dyxw_wzxhccdyy/201801/2571883.html | https://www.maigoo.com/news/664914.html","长春万达历史影院名录和中国吉林网均确认欧亚大卖场店位于开运街5178号欧亚卖场20号门/4层；15号门是同一卖场入口字段差异。"
"imax-cn-0428","428","","same entity","codex-browser-review","codex-browser-independent-review","2","https://jl.ifeng.com/c/8BvyxsSCHSs | https://m.wandacinemas.com/memberrights","长春电影节公开影城名单明确列出栖乐荟广场店及博文路与学府街交汇处栖乐荟购物广场3楼；万达官方门店页也列出该分店。"
"imax-cn-0430","430","","same entity","codex-browser-review","codex-browser-independent-review","2","https://jl.ifeng.com/c/8BvyxsSCHSs | https://cc.bendibao.com/wangdian/canyinmeishi/list83.htm","长春电影节影城名单确认钜城华億广场店及华惠路与泰兴街交汇处位置；独立公共目录也列出该影院，和AMap候选同一商业体。"
"imax-cn-0435","435","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/11790?city=242 | https://m.wandacinemas.com/memberrights","主动拒绝AMap第一候选四平万达广场店。东方福利网明确把“颐高产业园店”写为志城中央广场三楼，正对应B0FFKKS11G；这是同城分店纠偏，不是四平万达广场店。"
"imax-cn-0469","469","","same entity","codex-browser-review","codex-browser-independent-review","2","https://maps.apple.com/place?auid=1118368752310288&lsp=57879 | https://qingdao.dzwww.com/qingdaonews/202008/t20200815_6420169.htm","Apple Maps与青岛公共资料均确认吾悦广场旗舰店位于滨海大道2888号新城吾悦广场6层；AMap候选完全一致。"
"imax-cn-0478","478","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E7%83%9F%E5%8F%B0%E5%B9%B8%E7%A6%8F%E8%93%9D%E6%B5%B7%E5%9B%BD%E9%99%85%E5%BD%B1%E5%9F%8E%EF%BC%88IMAX%E5%BA%97%EF%BC%89_IMAX | https://www.maigoo.com/citiao/1049563.html","公开影院指南和烟台影院资料均确认幸福蓝海烟台IMAX店就是大悦城店，位于芝罘区北马路150号大悦城4层；排除嘉禾乐天和龙口候选。"
"imax-cn-0527","527","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/1479?city=178 | https://www.maigoo.com/news/665720.html","公开票务资料直接把“杭州下沙IMAX店”定位到金沙大道560号龙湖杭州金沙天街5层；AMap当前名称为上影影城龙湖杭州金沙天街，拒绝余之城和高德置地候选。"
"imax-cn-0548","548","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/8253?city=179 | https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3428/site/attach/0/P020171117363004559817.pdf","东方福利网锁定宁波吾悦广场旗舰店为永茂西路999号新城吾悦广场4010，政府开业资料也确认该项目引进星轶IMAX影城；与AMap候选一致。"
"imax-cn-0577","577","","same entity","codex-browser-review","codex-browser-independent-review","1","https://m.dongfangfuli.com/cinema/detail/11212?city=234","东方福利网明确列出神画影城IMAX虹桥店，地址为乐清市虹桥镇飞虹南路555号天元广场4F；与AMap候选分店、商场和地址一致。"
"imax-cn-0579","579","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E5%8F%B0%E5%B7%9E%E4%B8%87%E8%BE%BE%E5%BD%B1%E5%9F%8E%EF%BC%88%E4%B8%AD%E7%9B%9B%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89_IMAX | https://www.ruyifilm.com/gywm/yclb/hddq/zjs/0e2af826965d11e982dc005056835733.html","影院指南和儒意影城资料均确认台州万达影城中盛广场店位于路桥区中盛城市广场、银座街488号，并设IMAX；排除黄岩天佑城和玉环候选。"
"imax-cn-0582","582","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.linkshop.com/article/news/380130 | https://www.maigoo.com/citiao/1087314.html","吾悦广场开业报道和商业资料均确认衢州新城吾悦广场引进星轶国际影城IMAX，地址为白云中大道99号；AMap候选为同一旗舰店。"
"imax-cn-0584","584","","same entity","codex-browser-review","codex-browser-independent-review","3","https://www.polyfilm.cn/ProductInfoCategory?PageInfoId=0&categoryId=808476 | https://www.maoyan.com/cinema/27767 | https://m.dongfangfuli.com/cinema/list?city=187","保利官方影城页和猫眼均保留“舟山绿城长峙IMAX店”历史名称；AMap当前“绿城·梧桐园店”位于同一长峙岛如心广场818号，属于同一保利影院地点的商业/项目名称更新，不是停车场候选。"
"imax-cn-0586","586","","same entity","codex-browser-review","codex-browser-independent-review","2","https://maps.apple.com/place?_provider=57879&place-id=H2710I3F92680B8F1FC | https://www.chahaoba.com/029-68294999","Apple Maps、公开地址目录和老城根项目资料均确认开顿IMAX影城位于星火路22号老城根G PARK商业街3层；AMap候选名称是同一门店的简称变体。"
"imax-cn-0608","608","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/13455?city=214 | https://www.capitaland.com/cn/zh/shop/malls-listing/yuquan-mall.html","东方福利网直接使用原始“凯德诺和木勒店”名称并给出鄂尔多斯大街金宇新天地A座凯德广场诺和木勒6层；凯德官方确认该商业项目。"
"imax-cn-0609","609","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E5%8C%85%E5%A4%B4%E4%B8%87%E8%BE%BE%E5%BD%B1%E5%9F%8E%EF%BC%88%E9%9D%92%E5%B1%B1%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89_IMAX | https://pic.bankofchina.com/bocappd/appform_1/201509/P020150924529221572419.pdf","影院指南和公开万达影院名录均确认包头青山店位于青年路26号万达广场4层；排除九原万达和正翔湾分店。"
"imax-cn-0618","618","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/citiao/1222774.html | https://www.amap.com/place/B0G0TGDL1R","中海环宇城项目资料确认兰州安宁中海环宇城地址及万达影城业态；AMap候选给出同一蓝科路8号商业体F4影院。城市、区县、品牌和商场关系闭环。"
"imax-cn-0639","639","","same entity","codex-browser-review","codex-browser-independent-review","1","https://www.shimaogroup.com/smlist/wap_view.php?aid=255","世茂官方项目页确认演武西路182号厦门世茂国际广场裙楼5-6层的万达海景影城；与原始世茂海峡广场旧称、城市和思明区位置一致。"
"imax-cn-0655","655","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E6%BC%B3%E5%B7%9E%E4%B8%87%E8%BE%BE%E5%BD%B1%E5%9F%8E%EF%BC%88%E5%8F%B0%E5%95%86%E5%8C%BA%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89_IMAX | https://czt.fujian.gov.cn/zwgk/czzj/202409/P020240920655618142177.pdf","影院指南和福建省公开电影场所资料均将台商区万达店定位到角美万达广场4层；AMap候选为同一台商万达店。"
"imax-cn-0682","682","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/879?city=57&date=2021-04-09&movie_id=2670 | https://jt.dushiquan.net/chengdu/station_2978/zb/7.html","东方福利网和成都公共影院目录均确认影立方773IMAX位于建设南支路4号东郊记忆/原东区音乐公园；AMap候选名称与地址一致。"
"imax-cn-0693","693","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/news/664673.html | https://m.cd.bendibao.com/xiuxian/117867.shtm","成都万达影城名录及成都市公开放映名单均确认四六八广场店位于喜树街35号伊藤广场6层；AMap候选虽使用大融城项目名，但地址和同一商业体关系一致。"
"imax-cn-0696","696","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.shimaogroup.com/smlist/wap_view.php?aid=2517 | https://jt.dushiquan.net/chengdu/station_2802/zb/7.html","世茂官方资料确认成都世茂广场位于龙泉驿区并引入寰映影城；AMap候选明确为成都世茂广场店、驿都西路3338号F5，独立影院目录也给出同一分店。"
"imax-cn-0698","698","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E6%88%90%E9%83%BD%E5%AF%B0%E6%98%A0%E5%BD%B1%E5%9F%8E%EF%BC%88%E5%A4%A7%E9%AD%94%E6%96%B9%E5%B9%BF%E5%9C%BA%E5%BA%97%EF%BC%89_IMAX | https://m.maigoo.com/news/681984.html","影院指南和商业资料均将成都寰映大魔方广场店定位到天府大道北段1777号成都大魔方招商花园城B馆6层；AMap候选一致。"
"imax-cn-0709","709","成都中影紫荆国际影城IMAX（锦宸天街店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","2","https://www.sina.cn/news/detail/5323486667212580.html | https://www.amap.com/place/B0HUTU007C","公开资料确认中影紫荆IMAX进入龙湖成都锦宸天街项目，但未提供可安全绑定的当前影院POI；仅物化锦宸天街venue-level。坐标作为商业体位置锚点，不推定当前影院营业状态，不绑定同址其他影院。"
"imax-cn-0720","720","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maoyan.com/cinema/15857 | https://www.sohu.com/a/872339272_122063683","猫眼/影院公开资料均将资阳万达影城定位到娇子大道120号万达广场资阳店F4；AMap候选为同一分店。"
"imax-cn-0732","732","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/news/664892.html | https://www.sohu.com/a/359158966_374785","南昌万达影院名录和公开放映资料均确认八一大道333号万达广场4层的八一店；AMap候选一致。"
"imax-cn-0733","733","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/news/664892.html | https://you.ctrip.com/sight/nanchang175/4643023.html","南昌万达名录和文旅项目资料确认原万达文化旅游城店对应融创茂、九龙湖南龙蟠街666号；AMap候选融创茂店是同一商业体更名后的影院。"
"imax-cn-0734","734","","same entity","codex-browser-review","codex-browser-independent-review","2","https://m.dongfangfuli.com/cinema/detail/6401?city=30 | https://nchdz.nc.gov.cn/ncgxq/xxyl/202206/eb85e803ce4f4ccda7af1bd287e87187.shtml","东方福利网和南昌高新区政府公开资料均确认星轶IMAX青山湖吾悦广场店位于京东大道与东元路交汇处吾悦广场4层；AMap候选一致。"
"imax-cn-0740","740","","same entity","codex-browser-review","codex-browser-independent-review","1","https://m.sohu.com/a/915015682_121123915","赣州商业项目资料确认原巨亿广场改名为巨亿万达并引入万达影城；与原始经开万达店及AMap八一四大道巨亿万达候选一致。"
"imax-cn-0765","765","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/citiao/986038.html | https://www.amap.com/place/B0FFG7HGEX","桂林影院资料将七星万达店定位到穿山东路43号高新万达广场5层；AMap候选名称为桂林高新万达广场店，城市、区县和商业体一致。"
"imax-cn-0776","776","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E6%B5%B7%E5%8F%A3%E6%98%9F%E8%BD%B6IMAX%E5%BD%B1%E5%9F%8E%EF%BC%88%E9%BE%99%E5%8D%8E%E5%90%BE%E6%82%A6%E5%B9%BF%E5%9C%BA%E6%97%97%E8%88%B0%E5%BA%97%EF%BC%89_IMAX | https://www.maoyan.com/cinema/16387","影院指南、猫眼和东方福利网均确认海口星轶IMAX吾悦广场旗舰店；AMap候选地址为吾悦广场2号门4楼。"
"imax-cn-0811","811","沈阳金逸影城（龙之梦店）","acceptedHistoricalLocation","codex-browser-review","codex-browser-independent-review","3","https://sy.bendibao.com/xiuxian/2016418/46827.shtm | https://news.cntv.cn/20120428/125514.shtml | https://m.dongfangfuli.com/cinema/detail/1505?city=194","历史资料将金逸龙之梦店锁定在滂江街26号龙之梦小商品大世界7层；当前鑫逸影城仅作为同址位置锚点，不等同原金逸实体。拒绝滂江街22号龙之梦海之心影城。"
"imax-cn-0812","812","广州泛洋国际影城","acceptedHistoricalLocation","codex-browser-review","codex-browser-independent-review","3","https://www.zjfae.com/html/yx.pdf | https://www.job5156.com/comp/1232004 | https://www.amap.com/place/B0FFGO9RKH","独立旧影院名录和企业资料共同确认泛洋国际影城位于德兴路80号/清河东路203号汇珑新天地5楼；现华丰汇同址影院仅作为位置锚点，不等同泛洋实体。拒绝星寰、北京路和新塘候选。"
"imax-cn-0820","820","佛山越界思哲影城（三水新动力店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://m.dongfangfuli.com/cinema/detail/6988?city=5 | https://pc.nfnews.com/5026/3800148.html | https://www.amap.com/place/B0IBO7ISIV","东方福利网、南方日报系资料和开业资料均锁定历史越界思哲影城在新动力广场3楼；当前新动力影城只提供同址建筑位置参考，不绑定其影院POI，不把后续运营方写成原越界。"
"imax-cn-0833","833","长沙CGV影城（星沙店）","acceptedHistoricalLocation","codex-browser-review","codex-browser-independent-review","3","https://www.peoplepower.net.cn/2019/06/29/533/ | https://xingshashibao.icswb.com/h/101691/20200722/638975.html | https://www.amap.com/place/B0J6MDFAFP","历史媒体和影院资料明确CGV星沙店位于凤凰城四期万象汇3楼；当前幸福蓝海是同址后续运营方，仅作为位置锚点，AMap候选不接受为CGV same entity。"
"imax-cn-0841","841","天津农垦博纳国际影城（津奥广场店）","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.amap.com/place/B001612U2K | https://www.zjfae.com/html/yx.pdf","主动纠正队列第一候选凯德MALL天津湾。AMap公开页面直接给出正确的天津农垦博纳津奥广场店；旧影院名录也将农垦博纳定位在天津体育中心B馆，完成城市、场馆和分店闭环。"
"imax-cn-0843","843","贵阳星美国际影城（花果园店）","acceptedHistoricalLocation","codex-browser-review","codex-browser-independent-review","3","https://www.gffunds.com.cn/html/mail/dyy.html | https://m.focus.cn/gy/zixun/290eb70f4c2c3bf9.html | https://ditu.amap.com/place/B03530QB54","星美官方/行业资料将花果园店定位在花果园购物中心一层；公开报道确认2019年合同终止、2021年由中影南方接替。使用购物中心作为历史位置锚点，不绑定鸿通城、世纪新天地或砂之船分店，也不把后续运营方写成星美。"
"imax-cn-0847","847","成都CGV影城（龙泉驿店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://jt.dushiquan.net/chengdu/station_2807/zb/7.html | https://www.10100.com/article/21929915 | https://www.scrzhc.com/page91?article_id=3672","独立影院目录、活动资料和项目资料共同确认CGV龙泉店在驿都汇、驿都中路898号F4；当前AMap未召回可靠CGV影院POI。仅物化驿都汇venue-level，坐标作同址建筑锚点，不写入同址非影院租户POI，也不推定当前运营方。"
"imax-cn-0850","850","郑州CGV影城（高新店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","2","https://www.ccb.com/cn/html1/branch/js/subject/17/0824lzf/list_cgv.html | https://www.amap.com/place/B0FFF90RJO","中国建设银行公开CGV合作影城资料明确高新店地址为金梭路33号高新数码港二期4层；当前AMap没有可靠影院POI，使用高新数码港项目venue-level，不绑定大卫城、正弘城或信万广场分店。"
"imax-cn-0865","865","上海上影虹桥临空国际影城","same mall/venue only","codex-browser-review","codex-browser-independent-review","2","https://www.shhqcbd.gov.cn/ywdt/mtjj/496046832840773.html | https://m.dongfangfuli.com/cinema/detail/3630?city=145","政府资料和影院页面共同确认上影虹桥临空国际影城在金钟路968号天会广场B1并设IMAX。AMap最佳候选B0FFGHFXVC是同一综合体15号楼的天山电影院，属于不同影院，拒绝其影院身份；这里只物化天会广场venue-level，坐标作项目锚点。"
"imax-cn-0866","866","","same entity","codex-browser-review","codex-browser-independent-review","2","https://ditu.amap.com/place/B001506036 | https://m.dongfangfuli.com/cinema/detail/185?city=145","和平影都官方/公开影院页面均确认西藏中路290号来福士广场2-6层；接受位置实体，不对原始“改成普通影厅”备注之外的当前放映状态作额外推断。"
"imax-cn-0875","875","南宁万达影城（嘉佑城店）","acceptedHistoricalLocation","codex-browser-review","codex-browser-independent-review","3","https://m.maigoo.com/news/664836.html | https://www.sina.cn/news/detail/5326806951662498.html | https://nn.zp365.com/News/Info/514080","公开资料将嘉佑城店锁定到明秀东路178号江宇世纪城一期四楼，并确认江宇世纪城更名嘉佑城；2026-07-31公开报道确认该店闭店。AMap候选仅作为历史位置锚点，不表示当前连续营业。"
"imax-cn-0901","901","","same entity","codex-browser-review","codex-browser-independent-review","3","https://cinema.gaoliang.me/cinema/%E6%99%8B%E4%B8%AD%E5%8D%8E%E8%B0%8A%E5%85%84%E5%BC%9F%E5%BD%B1%E9%99%A2%EF%BC%88%E5%A5%A5%E8%8E%B1%E5%BA%97%EF%BC%89_IMAX | https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12271294&stockid=300027 | https://ditu.amap.com/place/B0FFICVND1","公开影院资料、华谊兄弟年度披露和AMap均将晋中华谊兄弟影院奥莱店锁定到榆次区龙湖街1055号天美杉杉奥特莱斯3层；接受该精确影院候选。"
"imax-cn-0079","79","新北新店裕隆城威秀影城","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://www.vscinemas.com.tw/theater/detail.aspx?id=28 | https://www.vscinemas.com.tw/brand/theaterList.aspx?A=2 | https://www.chunglin.com.tw/index.php?f=content&mn=1&module=product&tid=233628","威秀官方确认新店裕隆城店及IMAX Laser，独立项目资料给出裕隆城基准坐标。现有AMap候选是江苏常州无关餐饮POI，拒绝；只物化裕隆城venue-level，不伪造影院POI。"
"imax-cn-0283","283","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.winshang.com/xm29407.html | https://www.maigoo.com/news/663911.html | https://ditu.amap.com/place/B0FFKLCM2M","HMC华茂中心官方招商资料及公开影院名单均确认永川昌州大道东段789号华茂国际中心C馆影院；AMap候选名称和地址完全对应，虽分类被误标为一般场所，仍接受精确影院实体。"
"imax-cn-0299","299","","same entity","codex-browser-review","codex-browser-independent-review","3","https://cinema.gaoliang.me/cinema/%E5%8C%97%E4%BAACSFC%E4%B8%8A%E5%BD%B1%E5%BD%B1%E5%9F%8E%EF%BC%88%E5%A4%A7%E5%85%B4%E9%BE%99%E6%B9%96%E5%BA%97%EF%BC%89_IMAX | https://www.bjdyj.gov.cn/zwxx/tzgg/654391b25f4646179bafdfb917b96c5f/461d8cedc35c447e86193b133cee479c.pdf | https://pdf.dfcfw.com/pdf/H2_AN201608030016905484_1.pdf","北京电影行政资料以SFC上影北京大兴龙湖店列出该影院，影院指南给出永兴路7号院1号楼龙湖北京大兴天街L3层Z2；接受AMap对应的现行影院POI。"
"imax-cn-0372","372","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.maigoo.com/news/683432.html | https://ditu.amap.com/place/B0G2NR3HJ7","独立武汉IMAX影院名单将金银湖万达店锁定到金山大道1239号万达广场4层；AMap候选名称、城市、分店和地址对应，仅分类字段异常，接受精确影院实体。"
"imax-cn-0383","383","武汉金逸影城（销品茂IMAX店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://cinema.gaoliang.me/cinema/%E6%AD%A6%E6%B1%89%E9%87%91%E9%80%B8%E5%BD%B1%E5%9F%8E%EF%BC%88%E9%94%80%E5%93%81%E8%8C%82IMAX%E5%BA%97%EF%BC%89_IMAX | https://m.dongfangfuli.com/cinema/detail/1334?city=67 | https://www.maigoo.com/news/683432.html","公开影院指南、东方福利网和武汉IMAX名单均确认销品茂5楼金逸IMAX。当前AMap只召回同一大厅内的共享台球租户，未将租户POI写成影院；坐标仅作销品茂venue-level锚点。"
"imax-cn-0418","418","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.hy.bendibao.com/xiuxian/1743.shtm | https://movie.douban.com/cinema/search/hengyang/ | https://www.amap.com/place/B0LURH46DZ","衡阳本地公开资料和影院目录均确认中心城金逸位于解放大道21号华新步步高广场4楼并设IMAX；AMap候选名称和地址精确对应，分类字段异常不影响实体识别。"
"imax-cn-0537","537","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.bonafilm.cn/cinema_del/26.html | https://ditu.amap.com/place/B0H397TCRC","博纳官网确认杭州丁桥龙湖IMAX店位于丁城路515号龙湖天街5楼；AMap候选为同一分店，接受精确影院实体。"
"imax-cn-0624","624","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.ty.bendibao.com/wangdian/dian/5887888.shtm | https://ranks.amap.com/ranking/3D%E5%BD%B1%E9%99%A2/%E5%A4%AA%E5%8E%9F%E5%B8%82%E7%AC%AC%E5%8D%81%E4%BA%8C%E4%B8%AD%E5%AD%A6/%E7%99%BD%E9%A2%86 | https://ditu.amap.com/place/B0FFG5AN0M","太原本地公开影院目录确认太原龙湖万达影城位于解放北路175号万达广场4层；AMap候选名称和地址一致，接受精确影院实体。"
"imax-cn-0754","754","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.map.360.cn/?city=%E8%B4%B5%E9%98%B3&k=%E8%B4%B5%E5%B7%9E%E7%9C%81%E8%B4%B5%E9%98%B3%E5%B8%82%E4%BA%91%E5%B2%A9%E5%8C%BA%E9%BB%94%E7%81%B5%E9%95%87%E6%96%B0%E6%B7%BB%E5%A4%A7%E9%81%93%E5%8D%97%E6%AE%B5302%E5%8F%B7%E4%B8%87%E8%BE%BE%E5%B9%BF%E5%9C%BA4F&src=bendibao&t=map | https://m.winshang.com/xm54141.html | https://ditu.amap.com/place/B0FFM6UHJ6","云岩万达项目资料锁定新添大道南段302号，公开地图目录列出该地址4F影院；AMap候选名称和地址对应，接受精确分店。"
"imax-cn-0755","755","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.dongfangfuli.com/cinema/detail/13473?city=188 | https://k.sina.cn/article_3740356007_def14da70200224ey.html | https://www.maigoo.com/news/664880.html","公开票务目录和地方开业资料均确认贵阳数博万达影城位于北京西路66号数博万达F6；AMap候选同名同址，接受精确影院实体。"
"imax-cn-0788","788","","same entity","codex-browser-review","codex-browser-independent-review","3","https://www.sina.cn/news/detail/5183991080026505.html | https://cinema.gaoliang.me/cinema/%E4%B9%8C%E9%B2%81%E6%9C%A8%E9%BD%90%E4%B8%AD%E5%BD%B1%E7%BE%8E%E7%BE%8E%E5%BD%B1%E5%9F%8E%EF%BC%88MM3%E5%BA%97%EF%BC%89_CINITY_cinity-led | https://www.amap.com/place/B0LURU4ZDG","IMAX官方微博转发和影院指南均确认乌鲁木齐中影美美MM3店位于西环北路989号美美3购物中心8楼；AMap候选名称、地址精确对应，分类字段被误标为医疗场所，接受精确影院实体。"
"imax-cn-0791","791","","same entity","codex-browser-review","codex-browser-independent-review","2","https://www.emperorgroup.com/cn/about_us/milestones/ | https://www.amap.com/place/B0I647TJZS","英皇集团官方资料确认澳门葡京人引入澳门首家IMAX影院；AMap候选为英皇戏院澳门葡京人店、地址在葡京人2楼，接受精确影院实体。"
"imax-cn-0197","197","","same entity","codex-browser-review","codex-browser-independent-review","2","https://yinmuxy.com/cities/guangzhou | https://www.amap.com/place/B0HB4A9FMR","广州影院公开目录列出广州万达影城天河智慧城广百广场店IMAX；AMap候选为同名同址影院，接受精确实体。"
"imax-cn-0432","432","吉林万达影城（欧亚广场店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://m.wandacinemas.com/memberrights | https://pic.bankofchina.com/bocappd/appform_1/201509/P020150924529221572419.pdf | https://mapcarta.com/W1418367056","万达官方门店权益页和银行官方旧影院名单均确认吉林欧亚店在吉林大街1-2号欧亚城市综合体；现有AMap候选全部是吉林昌邑万达或长春分店，全部拒绝。使用欧亚项目的venue-level坐标，不绑定无关影院POI。"
"imax-cn-0052","52","哈尔滨万达影城（悦荟广场店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","4","https://m.wandacinemas.com/memberrights | https://www.ruyifilm.com/gywm/yclb/dbdq/hljs/0d73518a965d11e982dc005056835733.html | https://pic.bankofchina.com/bocappd/appform_1/201509/P020150924529221572419.pdf | https://m.city8.com/haerbin/shopping/8idcku87gue3bae7f4","万达官方、如意影城资料和银行官方旧名单均确认中央大街232号悦荟/原万达商业广场3层影院。当前AMap只召回同一商场内的游戏租户，未将其POI写成影院；坐标仅作悦荟广场venue-level锚点。"
"imax-cn-0074","74","桃園美麗新台茂影城","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://www.miranewcinemas.com/AboutUs/Index?type=taimall_royal | https://media.taiwan.net.tw/zh-tw/portal/travel/details/attraction_376430000a_000186 | https://travel.tycg.gov.tw/zh-tw/consume/detail/1853","美麗新官方确认台茂影城位于南崁路一段112號7樓，桃園官方开放资料确认台茂项目坐标。AMap候选均为大陆无关地点，按台茂venue-level物化，不绑定商场内其他商户。"
"imax-cn-0098","98","南京海上明珠国际影城（雨花客厅店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://www.hsmz.com/introduce/show-12.html | https://www.maigoo.com/citiao/1082197.html | https://ditu.amap.com/place/B0FFGK62W9","海上明珠官方和独立影院资料确认雨花客厅E-PARK北区3层的影院位置；AMap只召回同一项目内游戏租户及其他分店，拒绝这些影院身份。B0FFGK62W9仅作为雨花客厅项目venue anchor，不升级为影院POI。"
"imax-cn-0250","250","","same entity","codex-browser-review","codex-browser-independent-review","2","https://ditu.amap.com/place/B0G306FKYP | https://m.focus.cn/fcg/zixun/599605b7759a92b6.html","AMap公开页面给出万达影城北滘美的悦然广场店的精确名称、地址和影院类型；独立项目资料确认美的悦然广场引入万达影城，接受该精确影院候选。"
"imax-cn-0338","338","","same entity","codex-browser-review","codex-browser-independent-review","3","https://cinema.gaoliang.me/cinema/%E5%A4%A7%E8%BF%9E%E4%B8%87%E8%BE%BE%E5%BD%B1%E5%9F%8E%EF%BC%88%E9%87%91%E5%B7%9E%E7%91%9E%E6%A0%A2%E4%B8%AD%E5%BF%83%E5%BA%97%EF%BC%89_IMAX | https://m.dongfangfuli.com/cinema/list?city=195&region_id=1657 | https://www.sohu.com/a/354233615_99965640","公开资料将历史金州瑞栢中心与现栢都荟购物广场确认在胜利路180-184号同一商业体；影院目录锁定万达金州瑞柏/栢都荟店，接受AMap当前同址影院实体。"
"imax-cn-0501","501","合肥博纳国际影城（龙湖天街店）","same mall/venue only","codex-browser-review","codex-browser-independent-review","3","https://www.bonafilm.cn/cinema_del/34.html | https://crrchina.cc/a/bigcompany/2020/0513/339.html | https://ditu.amap.com/place/B0FFIK5ZFY","博纳官网和商业项目资料均确认瑶海龙湖天街5层博纳IMAX。当前AMap候选没有可靠影院POI，B0FFIK5ZFY只作为龙湖合肥瑶海天街venue anchor，不把同址酒店、瑜伽或棋牌租户提升为影院。"
"imax-cn-0560","560","","same entity","codex-browser-review","codex-browser-independent-review","2","https://cinema.gaoliang.me/cinema/%E7%BB%8D%E5%85%B4%E6%98%9F%E8%BD%B6IMAX%E5%BD%B1%E5%9F%8E%EF%BC%88%E5%B5%8A%E5%B7%9E%E5%90%BE%E6%82%A6%E5%B9%BF%E5%9C%BA%E6%97%97%E9%9D%97%E5%BA%97%EF%BC%89_IMAX | https://www.amap.com/place/B0FFIKI9SG","公开IMAX影院指南将绍兴星轶嵊州吾悦广场旗舰店锁定到兴盛街668号嵊州市吾悦广场4F层4019、5001；AMap候选名称和地址对应，分类字段为泛娱乐类别但不构成位置冲突，接受精确影院实体。"
"imax-cn-0594","594","","same entity","codex-browser-review","codex-browser-independent-review","3","https://m.dongfangfuli.com/cinema/detail/11888?city=219 | https://www.dushengyi.com/m/store/shop/introduce/id/6257.html | https://www.maigoo.com/news/664707.html","独立影院目录、票务资料和公开旧名单均确认西安民乐园万达店在解放路111号万达广场4层；AMap候选对应同一分店，接受精确影院实体。"
"imax-cn-0651","651","","same entity","codex-browser-review","codex-browser-independent-review","3","https://www.shimaoco.com/mobile/business.aspx?id=445&type=11 | https://club.shimaogroup.com/pub/newsdetails.aspx?ChannelID=119&MetaDataId=299396 | https://www.amap.com/place/B0FFH9CLNK","世茂官方资料确认石狮世茂摩天城/国际商业广场引入万达影城；公开名称差异属于同一商业体的项目称呼差异，AMap候选为同址影院，接受精确实体。"
